ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
534,534,0,2.0808,0.3005,0.2118,2.0808,0.4149,0.2118,0.2584,0,8.45,0.047,0.938,0.065,5.783,0.9,0,9,0,_
535,535,0,2.15,0.224,0.143,2.15,0.224,0.143,0.174,0,14.4,0.3,1.44,0.3,8.016,0.9,0,9,0,_
536,536,0,2.27,0.24,0.182,2.072,0.391,0.149,0.147,0,9.34,0.022,1.163,0.044,7.944,0.9,0,9,0,_
537,537,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1693,0.2336,0,9.223,0.0507,1.025,0.0507,7.563,0.9,0,9,0,_
538,538,0,1.8,0.229,0.174,1.75,0.382,0.172,0.173,0,8.6,0.0442,0.956,0.0744,5.318,0.9,0,9,0,_
539,539,0,2.19,0.257,0.186,2.04,0.315,0.198,0.227,0,9.2,0.045,0.994,0.085,6.566,0.9,0,9,0,_
540,540,0,2.155,0.301,0.223,2.1,0.448,0.218,0.221,0.002039,8.61,0.045,0.956,0.069,6.304,1,0.167,8.56236,0,_
541,541,0,2.47,0.333,0.25,2.42,0.483,0.248,0.249,0.001942,7.85,0.045,0.872,0.065,6.4264,1,0.1384,8.077836,0,_
542,542,0,2.27,0.268,0.174,2.21,0.446,0.173,0.212,0,9.86,0.059,1.096,0.099,5.471,0.9,0,9,0,_
543,543,0,1.77,0.229,0.174,1.75,0.382,0.172,0.173,0,8.15,0.0442,0.956,0.0744,5.676,0.9,0,9,0,_
544,544,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.7,0.039,0.9,0.05,6.461,0.9,0,9,0,_
545,545,0,2.0914,0.259,0.195,2.05,0.422,0.198,0.201,0,8.6,0.044,0.956,0.072,5.392,0.9,0,9,0,_
546,546,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.16932,0.1867,0,9.223,0.0507,1.025,0.0507,6.575,0.9,0,9,0,_
547,547,0,1.8548,0.2565,0.1693,1.8548,0.2565,0.1693,0.1867,0,4.345,0.0507,1.025,0.0507,7.208,0.9,0,9,0,_
548,548,0,0.996,0.299,0.25,0.7,0.7,0.167059,0.249,0.007972,8.781,0.124,1.025,0.239,7.37,0.9,0,9,0,__
549,549,0,0.996,0.299,0.25,0.7,0.7,0.167059,0.249,0.007972,8.781,0.124,0,0.239,7.37,0.9,0,9,0,__
550,550,0,1.956,0.383,0.265,1.892,0.538,0.267,0.24,0.002853,9.33,0.08,1.69,0.116,9.25,1,0.0837,9.046064,0,________
551,551,0,1.867,0.257,0.18,1.818,0.413,0.222,0.22,0,6.9,0.039,0.767,0.055,7.81524,1,0,1,0,__1_2_
552,552,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,10.21,1,0.1216,6.793,0,__3_
553,553,0,1.8548,0.2568,0.1693,1.854,0.2568,0.1693,0.186,0,9.223,0.0507,1.025,0.0507,6.41,1,0.0752,11.19,0,__5_6_
554,554,0,2.004,0.2677,0.1625,2.004,2.004,0.1625,0.1983,0,8.375,0.1998,0,0.1998,5.11,1,0.09089,12.1457,0,__1_
555,555,0,2.004,0.2677,0.1625,2.004,2.004,0.1625,0.1983,0,8.375,0.1998,0,0.1998,6.59,1,0.09089,12.1457,0,__1_
556,556,0,2.156,0.2647,0.205,2.156,2.156,0.2009,0.203,0,8.27,0.1,0,0.1,7.5,1,0.134,8.792,0,__#5
557,557,0,2.001,0.2787,0.1931,0.4226,0.4226,0.1931,0.2355,0.000958,9.34,0.022,0,0.034,5.972,1,0,1,0,____1
558,558,0,2.001,0.2787,0.1931,0.4226,0.4226,0.1931,0.2355,0.00097,9.34,0.022,0,0.034,5.972,1,0,1,0,____1
559,559,0,2.23,0.267,0.179,2.23,2.23,0.179,0.219,0,7.6,0.1714,0,0.1714,5.5,1,0.07734,6.6294,0,__3_4_
560,560,0,2.156,0.2647,0.205,2.156,2.156,0.2009,0.203,0,8.27,0.1,0,0.1,11.31467,1,0.134,8.792,0,__#5
561,561,0,2.1514,0.248,0.1751,2.1514,0.248,0.1751,0.1954,0,10.488,0.049,1.165,0.049,5.06,0.8679,0.1275,8.858,0,___#9_10
562,562,0,2.364,0.3193,0.1915,2.364,2.364,0.1915,0.2336,0,7.96,0.2238,0,0.2238,7.45,1,0.065,10.499,0,__7_8_
563,563,0,2.1514,0.248,0.1751,2.1514,0.248,0.1751,0.1954,0,10.488,0.049,1.165,0.049,4.75,0.8679,0.1275,8.858,0,___#9_10
564,564,0,2.1,0.234,0.185,2.05,0.372,0.182,0.183,0,8.6,0.044,0.956,0.072,10.7,1,0.078,13.45,0,___#1_2
565,565,0,2.208,0.1758,0.1417,1.951,0.3355,0.1401,0.1409,0,10.99,0.043,1.222,0.084,5.8,1,0,1,0,__5_6_
566,566,0,2.2,0.22,0.14,2.12,0.37,0.18,0.14,0,11.37,0.028,1.21,0.042,10.69,1,0.06867,7.86329,0,__1_2_
567,567,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,6.27239,1,0.0913,8.8713,0,__1_2_
568,568,0,2.193,0.237,0.179,2.055,0.384,0.192,0.183,0.001124,9.388,0.023,0.908,0.034,6.27239,1.15,1.15,1.15,0,__1_2_
569,569,0,2.193,0.237,0.179,2.055,0.384,0.192,0.183,0.001124,9.388,0.023,0.908,0.034,8.03006,1.15,1.15,1.15,0,__1_2_
570,570,0,1.8,0.223,0.168,1.8,1.8,0.168,0.173,0,8.15,0.1998,0,0.1998,9.63,1,0.0903,11.27,0,__1_2_
571,571,0,1.8,0.229,0.174,1.75,0.336,0.158,0.17,0,9.65,0.03,0.956,0.0744,9.32,1,0.0752,11.19,0,__3_4_
572,572,0,2.02,0.21,0.145,1.97,0.362,0.144,0.177,0,9.86,0.0508,1.096,0.088,9.06,1,0,1,0,__4_
573,573,0,2.02,0.239,0.157,1.97,0.362,0.178,0.192,0,9.86,0.0508,1.096,0.088,9.06,1,0,1,0,__5_
574,574,0,2.614,0.238,0.182,2.484,0.641,0.201,0.191,0,8.86,0.036,2.5,0.2,9.27801,1,0.1269,7.9742,0,____6_
575,575,0,2.74,0.25,0.191,2.6,0.69,0.21,0.201,0,8.86,0.036,2.5,0.2,9.27801,1,0.1269,7.9742,0,__7_8_
576,576,0,2.2274,0.2585,0.1803,2.2055,0.3388,0.1668,0.22,0,11.947,3.349,1.327,0.071,6.86739,1,0.1269,7.9742,0,___#1_2
577,577,0,1.947,0.222,0.142,2.075,0.348,0.149,0.147,0,8.181,0.03,0,0.047,8.59,1,0,1,0,__3_4_____5.972_8.59
578,578,0,2.376,0.258,0.195,2.226,0.419,0.21,0.2,0,9.455,0.0235,0.9055,0.0345,8.59,1,0,1,0,__5_____5.972_8.59
579,579,0,2.376,0.258,0.195,2.226,0.419,0.21,0.2,0,9.455,0.0235,0.9055,0.0345,9.78,1,0,1,0,__5_____5.972_9.78
580,580,0,2.17,0.306,0.211,2.1,0.395,0.201,0.193,0,9.01,0.045,0.956,0.069,9.62117,1,0.1602,8.6927,0,__1_2_
581,581,0,2.269,0.265,0.205,2.1,0.395,0.201,0.203,0,8,0.045,0.956,0.069,12.4908,1,0.1602,8.6927,0,__3_4
582,582,0,2.21,0.225,0.142,2.072,0.352,0.149,0.144,0,9.455,0.023,0.904,0.033,7.95,1,0,1,0,__6_____5.972_7.95
583,583,0,2.148,0.239,0.189,2.148,2.148,0.189,0.188,0,8.6,0.044,0.956,0.074,9.08,1,0,1,0,__7_
584,584,0,2.1714,0.2653,0.1959,2.1158,0.4206,0.1932,0.1946,0,8.47,0.046,0.938,0.046,7.72,1,0.077,8.105,0,_____1_2_
585,585,0,2.1749,0.2773,0.1903,2.1749,0.3863,0.1903,0.2323,0,11.317,0.0488,1.2574,0.0679,7.56,1,0.134,8.447,0,____#3
586,586,0,2.1749,0.2773,0.1903,2.1749,0.3863,0.1903,0.2323,0,11.317,0.0488,1.2574,0.0679,7.55,1,0.134,8.447,0,____#3
587,587,0,2.1514,0.248,0.1751,2.1514,0.248,0.1751,0.1954,0,10.488,0.0496,1.1653,0.0679,7.69,0.95,0.093,10,0,___#1_2
588,588,0,1.501,0.206,0.1496,1.501,1.501,0.1496,0.19,0,6.9,0.119,0,0.119,7.1,1,0,1,0,__1_2_____5.972_7.10
589,589,0,1.501,0.206,0.1496,1.501,1.501,0.1496,0.19,0,6.9,0.119,0,0.119,7.59,1,0,1,0,__1_2_____5.972_7.59
590,590,0,1.95,0.24,0.1443,1.95,1.95,0.1443,0.176,0,6.4,0.1714,0,0.1714,5.53,1,0,1,0,__3________:5.5_5.53
591,591,0,2.15,0.267,0.156,1.091,1.091,0.156,0.19,0,6.55,0.1714,0,0.1714,5.53,1,0,1,0,__4-6_______:5.5_5.53
592,592,0,2.02,0.23,0.155,2.02,0.23,0.155,0.189,0,8.78,0.183,8.78,0.183,7.77,1,0,1,0,__1_2_
593,593,0,2.309,0.2414,0.2178,2.009,0.4202,0.1956,0.2067,0,12.05,0.04,1.35,0.08,6.91,1,0.09695,7.6609,0,__3_4_______:5.972_6.91
594,594,0,2.309,0.2414,0.2178,2.009,0.4202,0.1956,0.2067,0,12.05,0.04,1.35,0.08,5.68,1,0.09695,7.6609,0,__3_4_______:5.972_5.68
595,595,0,2.0402,0.2486,0.1674,2.0402,0.2486,0.1674,0.186,0,9.223,0.052,1.025,0.052,6.9974,0.95,0.093,10,0,___#5_6
596,596,0,2.0466,0.2198,0.17,1.9942,0.3554,0.1677,0.1688,0,8.47,0.035,8.47,0.035,8.64,1,0.1475,5.356,0,__1_2_
597,597,0,1.822,0.3205,0.2564,1.802,1.802,0.2522,0.2543,0,5.36,0.042,0,0.068,9.63,0.95,0.093,10,0,__2-4_
598,598,0,1.822,0.3205,0.2564,1.802,1.802,0.2522,0.2543,0,5.36,0.042,0,0.068,7.07,0.95,0.093,10,0,__2-4_
599,599,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,9.87,1,0.1476,7.713,0,___3_
600,600,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,9.63,1,0.1476,7.713,0,___3_
601,601,0,2.39,0.26,0.186,2.39,0.26,0.186,0.19,0,11.53,0.028,0.938,0.028,10.29,1,0.077,8.105,0,_____1_2_
602,602,0,2.155,0.286,0.205,2.047,0.687,0.226,0.215,0,5.56,0.224,0,0.224,11.99,1,0.1572,8.72892,0,__1_2_
603,603,0,2.407,0.296,0.229,2.346,0.426,0.224,0.227,0,8.61,0.045,0.956,0.067,8.7886,1,0,1,0,__3_4_
604,604,0,2.269,0.265,0.205,2.1,0.395,0.201,0.203,0,8,0.045,0.956,0.069,7.96105,1,0.1602,8.6927,0,__3_4
605,605,0,2.155,0.286,0.205,2.047,0.687,0.226,0.215,0,5.56,0.224,0,0.224,5.3,1,0.1572,8.72892,0,__1_2_
606,606,0,1.99,0.2428,0.181,1.99,1.99,0.292,0.206,0,6.55,0.1714,0,0.1714,5.83,1,0,1,0,__1_2_______:5.5_5.83
607,607,0,1.997,0.2661,0.1618,1.93,0.37,0.175,0.1974,0,8.51,0.0418,0.956,0.0744,7.22,1,0.08997,6.3519,0,__3_4_
608,608,0,2.0811,0.3005,0.2118,2.0811,0.4173,0.2118,0.2584,0,8.45,0.047,0.938,0.047,8.16729,1,0.1384,8.7276,0,____5_
609,609,0,1.981,0.2428,0.1444,1.981,1.981,0.1444,0.1762,0,6.55,0.1714,0,0.1714,4.75,1,0,1,0,__3_4_______:5.5_4.75
610,610,0,1.981,0.2428,0.1444,1.981,1.981,0.1444,0.1762,0,6.55,0.1714,0,0.1714,5.53,1,0,1,0,__3_4_______:5.5_5.53
611,611,0,2.06,0.282,0.195,2.03,0.259,0.18,0.238,0,7.14,0.048,0.79,0.079,6.96,1,0.13413,7.59045,0,___#5_______:7_6.96
612,612,0,1.836,0.2,0.155,1.79,0.333,0.152,0.154,0,8.472,0.05,0,0.08,7.84,1,0.134,7.59045,0,___#7
613,613,0,2.37,0.291,0.226,2.31,0.422,0.221,0.223,0,8.61,0.045,0.956,0.067,7.84,1,0,1,0,___#5_6
614,614,0,2.37,0.291,0.226,2.31,0.422,0.221,0.223,0,8.61,0.045,0.956,0.067,8.356,1,0,1,0,___#5_6
615,615,0,1.822,0.3205,0.2564,1.802,1.802,0.2522,0.2543,0,5.36,0.042,0,0.068,10.27,0.95,0.093,10,0,__2-4_
616,616,0,1.8,0.229,0.174,1.75,0.336,0.158,0.17,0,9.65,0.03,0.956,0.0744,9.34,1,0.0752,11.19,0,__3_4_
617,617,0,2.001,0.2787,0.1931,1.98,0.4187,0.2156,0.2355,0,11.58,0.022,0,0.034,5.972,1,0,1,0,____1
618,618,0,2.001,0.2787,0.1931,1.98,0.4187,0.2156,0.2355,0,11.58,0.022,0,0.034,13.04,1,0,1,0,____1______:5.972_13.04
619,619,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.61,0.0442,0.956,0.0774,9.93,1,0.077,8.105,0,_____1_2_
620,620,0,1.12,0.31,0.22,0.75,0.75,0.25,0.23,0,11,3.2,0,0.1714,5.5,1,0.1172,11.85808,0,____1
621,621,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,8.46,1,0,1,0,___#6_7______:9.97_8.46
622,622,0,1.822,0.3205,0.2564,1.802,1.802,0.2522,0.2543,0,5.36,0.042,0,0.068,9.59,0.95,0.093,10,0,__2-4_
623,623,0,2.37,0.291,0.226,2.31,0.422,0.221,0.223,0,8.61,0.045,0.956,0.067,8.19372,1,0,1,0,___#5_6
624,624,0,2.264,0.2689,0.167,2.264,2.264,0.167,0.204,0,8.375,0.1998,0,0.1998,7.8,1,0.077,8.105,0,___#1_2
625,625,0,2.37,0.291,0.226,2.31,0.422,0.221,0.223,0,8.61,0.045,0.956,0.069,8.7886,1,0.1755,4.934,0,___3_4_
626,626,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,5.972,1,0.0913,8.8713,0,__1_2_
627,627,0,1.8,0.229,0.174,1.75,0.336,0.158,0.17,0,9.65,0.03,0.956,0.0744,8.46434,1,0.0752,11.19,0,__3_4_
628,628,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,9.41,1,0,1,0,___#6_7
629,629,0,2.001,0.2787,0.1931,1.98,0.4187,0.1404,0.2355,0.00097,11.58,0.063,0.1245,0.105,5.972,1,0,1,0,__1_2_
630,630,0,1.592,0.232,0.184,1.592,1.592,0.184,0.1932,0,6.93,0.1916,0,0.1916,5.27,1,0,1,0,__1_______:5.805_5.27
631,631,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,6.38,1,0.0913,8.8713,0,__1_2_______:5.972_6.38
632,632,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,5.93,1,0.0913,8.8713,0,__1_2_______:5.972_5.93
633,633,0,2.646,0.241,0.185,2.514,0.671,0.204,0.194,0,8.86,0.036,2.5,0.2,9.43,1,0.1269,7.9742,0,__7_8_
634,634,0,2.186,0.213,0.131,2.047,0.332,0.139,0.137,0,9.84,0.022,0.934,0.034,6.17,1,0,1,0,___#1_2______:3.395_6.17
635,635,0,1.826,0.1993,0.1234,1.826,1.826,0.1234,0.1505,0,11.22,0.1423,0,0.1423,7.118,1,0,1,0,__1_2_
636,636,0,1.501,0.206,0.1496,1.501,1.501,0.1496,0.19,0,6.9,0.119,0,0.119,8.39,1,0,1,0,__1_2_______:5.972_8.39
637,637,0,2.0309,0.2414,0.2178,2.0096,0.4202,0.1956,0.206,0,12.05,0.04,1.35,0.08,8.68,1,0,1,0,__3_4______:5.972_8.68
638,638,0,1.87,0.208,0.1644,1.82,0.3428,0.1619,0.1632,0,8.6,0.044,0.956,0.074,9.82,1,0.14957,7.93057,0,__5_6_
639,639,0,2.186,0.229,0.172,2.047,2.047,0.185,0.176,0.00147,9.843,0.022,0.934,0.034,5.69,1,0.088,4.711,0,__#3_4______:3.47_5.69
640,640,0,1.947,0.222,0.142,2.075,0.348,0.149,0.147,0,8.181,0.03,0,0.047,5.76,1,0,1,0,__3_4_______:5.972_5.76
641,641,0,1.947,0.222,0.142,2.075,0.348,0.149,0.147,0,8.181,0.03,0,0.047,5.72,1,0,1,0,__3_4_______:5.972_5.72
642,642,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,9.05,1,0.1248,9.874,0,___3_
643,643,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,10.61,1,0.1216,6.793,0,__3_
644,644,0,1.732,0.209,0.155,1.69,0.349,0.146,0.189,0,7.16,0.047,0.796,0.084,9.32,1,0.07015,10.283,0,__1_______:5.972_9.32
645,645,0,1.74,0.227,0.139,1.69,0.349,0.146,0.189,0.002428,7.16,0.047,0.796,0.084,9.32,1,0.07015,10.283,0,__2_______:5.972_9.32
646,646,0,2.264,0.2689,0.167,2.264,2.264,0.167,0.204,0,8.375,0.1998,0,0.1998,5.46562,1,0.077,8.105,0,___#1_2
647,647,0,2.335,0.278,0.171,2.335,2.335,0.171,0.209,0,8.39,0.1998,0,0.1998,5.46562,1,0.055,9.359,0,__4_
648,648,0,2.156,0.2647,0.205,2.156,2.156,0.2009,0.203,0,8.27,0.1,0,0.1,7.3466,1,0.1384,8.7276,0,__5_6_
649,649,0,1.88,0.21,0.17,1.88,1.88,0.17,0.17,0,9.7,0.1,0,0.1,7.27895,1,0.1269,7.9742,0,__7_8_
650,650,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,12.06,1,0.0913,8.8713,0,__1_2_______:5.972_12.06
651,651,0,2.03,0.2743,0.2178,2.0096,0.5084,0.1956,0.2067,0,12.05,0.04,1.64,0.035,8.12,1,0.0913,8.8713,0,__1_2_______:5.972_8.12
652,652,0,1.89,0.21,0.166,1.841,0.345,0.164,0.165,0,8.6,0.044,0.956,0.074,8.61,1,0.134,8.447,0,____#3
653,653,0,2.009,0.2824,0.1737,2.009,0.2824,0.1737,0.176,0,7.064,0.048,0.851,0.033,4.96,0.9,0,9,0,_
654,654,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1693,0.1868,0,9.223,0.0507,1.025,0.0507,6.575,0.9,0,9,0,_
655,655,0,1.56,0.229,0.156,1.52,0.302,0.114,0.116,0,11.1,0.047,1.24,0.093,18.19,0.9,0,9,0,_
656,656,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1693,0.1867,0,9.223,0.0507,1.025,0.0507,7.208,0.9,0,9,0,_
657,657,0,1.67,0.236,0.196,2,0.576,0.167059,0.1968,0,7.5,0.03,1.7,0.05,6.791,0.9,0,9,0,_
658,658,0,1.867,0.256029,0.166029,1.8,0.576029,0.167059,0.209,0,6.9,0.048,0.7,0.079,5.963,0.9,0,9,0,_
659,659,0,1.87,0.256029,0.166029,1.8,0.576029,0.167059,0.219,0,7.13,0.048,0.77,0.079,5.427,0.9,0,9,0,_
660,660,0,2.49624,0.33352,0.24333,2.42985,0.47591,0.23684,0.22087,0,8.728,0.046,0.97,0.067,6.502,0.9,0,9,0,__
661,661,0,2.1846,0.3181,0.2379,2.1263,0.4711,0.2337,0.217,0,8.747,0.045,0.972,0.066,6.459,0.9,0,9,0,__
662,662,0,1.08,0.3,0.22,0.75,0.75,0.21,0.19,0,11.02,0.19,0.956,0.37,7.464,0.9,0,9,0,_
663,663,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.65,0.028,1.7,0.044,5.734,0.9,0,9,0,_
664,664,0,2.02,0.23,0.155,2.02,0.25,0.155,0.1888,0,10.67,0.0826,0.983,0.0826,7.764,0.9,0,9,0,_
665,665,0,1.918,0.284,0.218,1.867,0.424,0.217,0.218,0,7.88,0.046,0.876,0.07,5.575,0.9,0,9,0,_
666,666,0,2.0808,0.3005,0.2118,2.0808,0.4173,0.2118,0.2377,0.002741,8.45,0.047,0.939,0.066,6.512,0.9,0,9,0,_
667,667,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.47,0.045,0.94,0.079,7.246,0.9,0,9,0,_
668,668,0,1.899,0.219,0.173,1.774,0.367,0.183,0.176,0,6.819,0.022,0.86,0.036,5.4,0.9,0,9,0,_
669,669,0,1.899,0.219,0.173,1.774,0.367,0.183,0.176,0,6.819,0.022,0.86,0.036,8,0.9,0,9,0,_
670,670,0,1.8182,0.2199,0.1903,1.615,0.429,0.1912,0.216,0,8.41,0.041,0.93,0.077,8.573,0.9,0,9,0,_
671,671,0,1.9011,0.27631,0.2218,1.83065,0.46982,0.21982,0.22081,0,6.572,0.042,0.73,0.074,5.154,0.9,0,9,0,_
672,672,0,1.9404,0.247,0.1418,2,0.576,0.167012,0.173,0,6.66,0.03,1.7,0.05,6.054,0.9,0,9,0,_
673,673,0,2.1714,0.2653,0.209305,2.1114,0.4206,0.1932,0.1946,0,8.47,0.045,0.941,0.075,7.035,0.9,0,9,0,_
674,674,0,1.945,0.236,0.146,2,0.576,0.167012,0.173,0,6.66,0.03,1.7,0.05,6.054,0.9,0,9,0,_
675,675,0,1.945,0.2403,0.1413,2,0.2403,0.1413,0.1762,0,6.56,0.03,1.7,0.05,6.054,0.9,0,9,0,_
676,676,0,1.9502,0.2435,0.1435,2,0.2435,0.1435,0.1753,0,6.99,0.03,1.7,0.05,6.054,0.9,0,9,0,_
677,677,0,1.9406,0.2456,0.1456,1.9958,0.3493,0.1519,0.1778,0,7.68,0.03,1.7,0.05,5.653,0.9,0,9,0,_
678,678,0,1.945,0.2423,0.1444,2,0.576,0.167012,0.1723,0,6.45,0.03,1.7,0.05,6.054,0.9,0,9,0,_
679,679,0,2.0402,0.2825,0.182,2.0402,0.2825,0.182,0.2022,0,9.223,0.052,1.025,0.052,6.587,0.9,0,9,0,_
680,680,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1693,0.1867,0,4.345,0.0507,1.025,0.0507,7.403,0.9,0,9,0,_
681,681,0,2.062,0.2437,0.1966,1.777,0.3622,0.1765,0.18657,0,9.67,0.04,1.07,0.069,7.462,0.9,0,9,0,_
682,682,0,2.04,0.2834,0.182,2.04,0.2834,0.182,0.2022,0,8.06,0.1249,9.223,0.052,7.46197,0.9,0,9,0,_
683,683,0,2.04,0.2834,0.182,2.04,0.2834,0.182,0.2022,0,8.06,0.1249,9.223,0.052,11.61409,0.9,0,9,0,_
684,684,0,2.02,0.2302,0.155,2.02,0.2302,0.155,0.1888,0,10.67,0.0826,10.67,0.0826,7.764,0.9,0,9,0,_
685,685,0,2.106,0.255,0.193,2.202,0.415,0.207,0.157,0,9.455,0.023,0.9,0.034,7.944,0.9,0,9,0,_
686,686,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.655,0.039,0.82,0.065,7.649,0.9,0,9,0,_
687,687,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.655,0.039,0.82,0.065,7.561,0.9,0,9,0,_
688,688,0,1.64,0.236,0.186,2,0.576,0.167059,0.1968,0,7.5,0.03,1.7,0.05,6.791,0.9,0,9,0,_
689,689,0,1.945,0.258,0.18,1.9,0.445,0.176,0.164,0,6.86,0.048,0.673,0.088,5.617,0.9,0,9,0,_
690,690,0,1.7154,0.2399,0.1777,1.7154,0.2399,0.1777,0.197,0,7.837,0.156,0.78,0.156,5.661,0.9,0,9,0,_
691,691,0,3.233,0.4515,0.3345,3.15,0.672,0.327,0.35804,0.004,8.61,0.045,1,0.069,6.0294,0.9,0,9,0,_
692,692,0,3.233,0.4515,0.3168,3.15,0.672,0.327,0.35804,0.004,9.01,0.045,1,0.069,6.0294,0.9,0,9,0,_
693,693,0,2.1714,0.2635,0.1959,2.1158,0.4206,0.1932,0.1946,0,8.47,0.041,0.941,0.075,7.036,0.9,0,9,0,_
694,694,0,1.855,0.226,0.1558,1.855,0.226,0.1558,0.1469,0,8.5,0.03,0.9,0.05,5.272,0.9,0,9,0,___1-2
695,695,0,1.92,0.243,0.184,1.87,0.397,0.181,0.182,0.001995,8.6,0.044,0.956,0.073,8.7977,0.9,0,9,0,2017_11_1______
696,696,0,1.92,0.243,0.184,1.87,0.397,0.181,0.182,0.001995,10.44,0.044,0.956,0.073,8.7977,0.9,0,9,0,2017_11_1______
697,697,0,1.92,0.243,0.184,1.87,0.397,0.181,0.1774,0.001995,8.61,0.044,0.956,0.074,9.4396,0.9,0,9,0,2017_11_1______
698,698,0,1.92,0.243,0.184,1.87,0.397,0.181,0.1774,0.001945,8.61,0.044,0.956,0.074,9.1551,0.9,0,9,0,2017_11_1______
699,699,0,1.8962,0.2786,0.1985,1.8962,0.2786,0.1985,0.22093,0,8.15,0.0375,0.89,0.0375,6.39011,1,0.121,10.3,0,_
700,700,0,2.125,0.301,0.223,2.1,0.448,0.218,0.238693,0,8.61,0.045,0.96,0.069,5.6,1,0.161,6.5639,0,_
701,701,0,2.125,0.301,0.223,2.1,0.448,0.218,0.238693,0,8.7,0.045,0.96,0.069,5.6,1,0.154,6.5029,0,_
702,702,0,2.125,0.301,0.223,2.1,0.448,0.218,0.238693,0,8.68,0.045,0.96,0.069,5.6,1,0.161,6.5515,0,_
703,703,0,2.125,0.301,0.223,2.1,0.448,0.218,0.238693,0,8.61,0.045,0.96,0.069,8.85008,1,0.19,5.7291,0,_
704,704,0,2.61,0.264,0.225,2.48,0.712,0.248,0.236,0.001644,8.86,0.036,2.5,0.2,13.4537,0.9,0,9,0,_
705,705,0,6.812,0.928,0.6881,6.812,0.928,0.6881,0.735904,0,10.7,0.045,1.2,0.045,1.509,0.9,0,9,0,_
706,706,0,8.212,1.021,0.6005,8.5,2.448,0.7098,0.809653,0,7.5,0.03,1.7,0.05,1.256,0.9,0,9,0,_
707,707,0,1.022,0.276,0.211,0.664,0.664,0.197,0.197,0.003095,8.538,0.156,0.241,0.327,7.19,0.9,0,9.96,0,____
708,708,0,1.005,0.345,0.229,0.685,0,0.233,0.231,0,6.45,0.05,0,0.05,6.782,0.89,0.11,10,0,GE_ 64
709,709,0,0.342,0.109,0.0817,0.262,0.2628,0.0846,0.0832,0,11.527,0.115,0.291,0.291,21.55,0.89,0.11,9.9,0,______1-3
710,710,0,0.8286,0.103,0.0614,0.8286,0,0.0614,0.0749,0,7.68,0.1,0,0.2,13.2,0.95,0.05,8.73,0,GE_ 84
711,711,0,0.323329,0.045157,0.033424,0.315143,0.065348,0.032742,0.033151,0.000275,9.01,0.045,0.956,0.069,83.9752,0.9,0,9,0,____
712,712,0,2.18,0.302,0.24,2.14,0.48,0.24,0.24,0,9.4,0.025,2,0.04,7.708,1,0.136,6.73585,0,____
713,713,0,1.226,0.175,0.122,1.226,0,0.122,0.146,0,6.9,0.119,0,0.119,8.779,0.95,0.05,8.73,0,GE_ 86
714,714,0,0.283935,0.041265,0.029775,0.283935,0.041265,0.029775,0.033345,0,8.446,0.1792,0.938,0.1792,50.88667,0.95,0.05,8.73,0,___
715,715,0,5.872,1.781,1.234,3.877,0,1.291,1.15765,0,6.5,0.04,0,0.06,1.425,0.9,0,9,0,_
716,716,0,10.22,3.407,2.451,6.923,0,2.67,2.21455,0,4.8,0.04,0,0.06,0.55664,0.9,0,9,0,_
717,717,0,5.1,0.6557,0.5197,5.756,1.683,0.4056,0.51997,0,7.5,0.03,1.7,0.05,3.085,0.9,0,9,0,_
